pre_lon,pre_lat,pre_delta_time,post_delta_time,pre_sar_date,post_sar_date,pre_HV_db,post_HV_db,pre_agbd,post_agbd,sar_status,hansen_loss_min,hansen_loss_max,hansen_loss_mode,v2c_drop_reason,passes_v2c
-71.85546112175149,-12.040620442894678,58496950.186479,151230643.534506,2019-11-15 16:15:23.556000+00:00,2022-10-14 16:15:25.512000+00:00,,,106.160988,0.02365799993276596,no_match,,,,,False
-71.56144252925917,-13.110513946281031,82041302.73738,147707972.387523,2020-07-24 16:16:04.372000+00:00,2022-09-02 16:16:06.280000+00:00,-15.172129586980546,-11.629621226634455,34.39980697631836,43.08699417114258,ok,20.0,20.0,20.0,,True
-71.53826599492888,-14.03892279241856,50081765.686325,147320296.780104,2019-07-26 16:16:02.276000+00:00,2022-09-02 16:16:06.280000+00:00,-14.806652735454847,-15.836516912734396,167.697876,24.823251724243164,ok,20.0,21.0,20.0,edge,False
-72.20769054465475,-5.455250758071287,91692351.371176,145156725.915804,2020-12-16 16:21:02.432000+00:00,2022-08-10 16:21:01.054000+00:00,,,159.810425,0.0,no_match,,,,,False
-72.42598115869579,-7.291317367283185,87612805.097358,149066928.31883,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,,-11.069065037772859,138.891342,455.785309,no_match,,,,,False
-72.04841924478036,-7.967479281639939,87272858.909959,140351786.454343,2020-09-28 16:28:37.966000+00:00,2022-06-06 16:28:39.290000+00:00,-15.017070015180693,-13.164167562539788,2.5475969314575195,97.366829,ok,20.0,20.0,20.0,,True
-72.04222086931993,-7.999010148112532,87272859.674385,140351786.727095,2020-09-28 16:28:37.966000+00:00,2022-06-06 16:28:39.290000+00:00,-12.661174164633422,-12.05586990124101,23.345441818237305,260.498199,ok,4.0,21.0,21.0,edge,False
-72.02874614005813,-7.7982366821118205,72738010.48222,142182219.708681,2020-04-22 16:20:59.829000+00:00,2022-06-29 16:21:00.867000+00:00,-13.441267251031476,-13.346508911979114,116.678131,192.073959,ok,1.0,23.0,22.0,edge,False
-72.32977159176659,-7.827881086487764,54378430.916405,145281784.815654,2019-09-25 16:20:59.125000+00:00,2022-08-10 16:21:01.054000+00:00,-13.368768452670366,-12.58739524159769,166.494797,30.740373611450195,ok,21.0,21.0,21.0,,True
-72.33354451595989,-7.82303018395352,54378430.817224,145281784.489226,2019-09-25 16:20:59.125000+00:00,2022-08-10 16:21:01.054000+00:00,-11.626111451943203,-13.855628008325453,161.371674,0.02306400053203106,ok,21.0,21.0,21.0,,True
-72.41600985904206,-7.810363938447438,92837476.129717,158456411.225776,2020-12-16 16:21:02.432000+00:00,2023-01-25 16:21:03.759000+00:00,-12.579814482539547,-14.138468069346075,8.909546852111816,1.0496649742126465,ok,3.0,21.0,21.0,edge,False
-72.48931238622622,-7.941068812286829,92837473.749552,158456408.886923,2020-12-16 16:21:42.457000+00:00,2023-01-25 16:21:43.778000+00:00,,,220.037308,71.249748,no_match,,,,,False
-72.41816581572395,-7.842703288675736,92837475.691689,158456410.829074,2020-12-16 16:21:02.432000+00:00,2023-01-25 16:21:03.759000+00:00,,,210.243347,0.0,no_match,,,,,False
-72.40118765685409,-7.819257259760221,92837476.154508,158456411.291904,2020-12-16 16:21:02.432000+00:00,2023-01-25 16:21:03.759000+00:00,-12.453117815328241,-12.843196564285819,0.0,0.5530840158462524,ok,16.0,20.0,20.0,edge,False
-72.45670354141268,-7.905495527035697,92837474.456145,158456409.610079,2020-12-16 16:21:42.457000+00:00,2023-01-25 16:21:43.778000+00:00,-9.739428294350773,-13.093038441356455,175.064011,0.006200999952852726,ok,21.0,21.0,21.0,,True
-72.37612466042715,-7.784492458264793,92837476.840476,158456411.977826,2020-12-16 16:21:02.432000+00:00,2023-01-25 16:21:03.759000+00:00,-11.740165380924111,-13.291280435483486,192.702286,0.0,ok,21.0,21.0,21.0,,True
-72.33489198888607,-7.727629100780035,92837477.964435,158456413.101785,2020-12-16 16:21:02.432000+00:00,2023-01-25 16:21:03.759000+00:00,-13.434963144492144,-14.43463070292286,98.81570434570312,5.557590007781982,ok,22.0,22.0,22.0,,True
-72.47583765696443,-7.922743180490798,92837474.113189,144477270.01336,2020-12-16 16:21:42.457000+00:00,2022-08-10 16:21:41.860000+00:00,,,26.628631591796875,0.015104999765753746,no_match,,,,,False
-72.45670354141268,-7.896332711137674,92837474.633827,144477269.546445,2020-12-16 16:21:42.457000+00:00,2022-08-10 16:21:41.860000+00:00,-13.443254279344671,-11.02266610082556,134.387848,0.37220698595046997,ok,20.0,20.0,20.0,,True
-72.28018458808319,-7.738947873359933,93177460.302817,145281786.121477,2020-12-16 16:21:02.432000+00:00,2022-08-10 16:21:01.054000+00:00,-15.010193456348304,-10.115991807651355,0.0,82.308769,ok,20.0,20.0,20.0,,True
-72.04949722312129,-7.799584155038005,94537355.546328,142182219.543364,2020-12-21 16:28:40.245000+00:00,2022-07-04 16:27:57.961000+00:00,-11.326170905034246,-9.191079154341821,173.072418,0.0,ok,22.0,22.0,22.0,timing,False
-72.04814975019512,-7.7777550936339,94537355.538064,142182218.977261,2020-12-21 16:28:40.245000+00:00,2022-07-04 16:27:57.961000+00:00,-11.826953388894253,-16.555657190198502,226.513519,0.0,ok,22.0,22.0,22.0,timing,False
-72.04464632058705,-7.772634696514416,94537355.637232,149066937.591594,2020-12-21 16:28:40.245000+00:00,2022-09-26 16:27:59.602000+00:00,-11.371452554234352,-14.311352655746731,282.123383,102.882156,ok,22.0,22.0,22.0,timing,False
-72.04788025560988,-7.7772161044634345,94537355.546328,149066937.562668,2020-12-21 16:28:40.245000+00:00,2022-09-26 16:27:59.602000+00:00,-12.115113226919519,-13.800380207509463,286.457062,0.0003589999978430569,ok,22.0,22.0,22.0,timing,False
-72.06863133867304,-7.796080725429945,94537355.153788,142182219.609492,2020-12-21 16:28:40.245000+00:00,2022-07-04 16:27:57.961000+00:00,-12.681595655189682,-12.744091569310186,401.956726,159.291702,ok,21.0,22.0,21.0,edge,False
-72.01015101367686,-7.759698956423094,49063152.704357,134401968.273749,2019-07-08 16:28:35.286000+00:00,2022-04-25 16:27:58.827000+00:00,-13.545284440421725,-13.870501221346757,0.0,0.0,ok,14.0,20.0,20.0,edge,False
-72.04949722312129,-7.7987756712823,49063151.489493,149066938.120489,2019-07-08 16:28:35.286000+00:00,2022-09-26 16:27:59.602000+00:00,-11.350607732795453,-13.024143293413232,184.451309,89.08983612060547,ok,22.0,22.0,22.0,timing,False
-72.04976671770653,-7.79904516586754,49063151.481229,142182219.535098,2019-07-08 16:28:35.286000+00:00,2022-07-04 16:27:57.961000+00:00,-11.270757074587948,-10.98027552937198,284.670746,67.805511,ok,22.0,24.0,22.0,edge,False
-72.04249036390516,-7.775060147781545,49063152.200253,134401967.728325,2019-07-08 16:28:35.286000+00:00,2022-04-25 16:27:58.827000+00:00,-14.092537317791141,-11.88212894018855,108.619492,102.753441,ok,22.0,24.0,22.0,edge,False
-72.04141238556423,-7.773443180270121,49063152.233309,134401967.761381,2019-07-08 16:28:35.286000+00:00,2022-04-25 16:27:58.827000+00:00,-13.653885433730778,-10.372209935382912,123.791122,295.808136,ok,22.0,22.0,22.0,timing,False
-72.07752465998583,-7.852674588329464,49063150.869637,134401966.43903,2019-07-08 16:28:35.286000+00:00,2022-04-25 16:27:58.827000+00:00,-12.392637383983029,-8.918234272130718,110.344971,0.0,ok,18.0,20.0,20.0,edge,False
-72.03871743971186,-7.79904516586754,49063151.927485,134401967.496891,2019-07-08 16:28:35.286000+00:00,2022-04-25 16:27:58.827000+00:00,-13.098886902867406,-11.607045102933085,253.669098,90.256401,ok,21.0,21.0,21.0,,True
-72.06943982242875,-7.794463757918521,87612814.911414,149066938.165941,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,-14.964994515229279,-15.488253226522147,0.0,0.5011979937553406,ok,16.0,20.0,20.0,edge,False
-72.01473242162588,-7.814136862640737,87612815.15107,149066938.409747,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,-11.493969230011885,-11.096451652445282,120.500427,127.834648,ok,21.0,21.0,21.0,,True
-72.04895823395083,-7.799853649623245,87612814.886622,142182219.55163,2020-09-28 16:28:37.966000+00:00,2022-07-04 16:27:57.961000+00:00,-11.022643015549221,-12.394763841454662,273.040802,0.6432849764823914,ok,22.0,22.0,22.0,timing,False
-72.01446292704064,-7.814406357225977,87612815.159334,149066938.418013,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,-12.726267474310504,-12.714559386381808,129.539886,174.675186,ok,21.0,21.0,21.0,,True
-72.07186527369588,-7.7820670069976785,87612814.783322,149066938.037849,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,-9.292884790899379,-14.048823805373118,160.147385,42.0117301940918,ok,17.0,22.0,22.0,edge,False
-72.03278855883667,-7.821952205612575,87612815.324641,149066938.583328,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,-12.621565560438867,-13.66739203637215,292.721161,0.0,ok,21.0,21.0,21.0,,True
-72.06917032784352,-7.795002747089001,87612814.919678,149066938.174205,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,-11.637578848262223,-12.379610241058472,68.34848022460938,0.4382700026035309,ok,20.0,21.0,20.0,edge,False
-72.04841924478036,-7.80066213337895,87612814.90315,142182219.568162,2020-09-28 16:28:37.966000+00:00,2022-07-04 16:27:57.961000+00:00,-11.60417940106828,-13.248112851616384,244.271774,111.5605697631836,ok,22.0,22.0,22.0,timing,False
-72.03305805342191,-7.82168271102735,87612815.316375,149066938.575064,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,-14.485274214105957,-13.002472699258007,92.542763,49.09433364868164,ok,21.0,21.0,21.0,,True
-72.0427598584904,-7.77559913695201,87612814.39077,134401967.720061,2020-09-28 16:28:37.966000+00:00,2022-04-25 16:27:58.827000+00:00,-10.75378325886328,-13.506689732284812,160.255737,193.149399,ok,22.0,24.0,22.0,edge,False
-72.00071870319361,-7.827342097317299,87612815.733738,149066938.992397,2020-09-28 16:28:37.966000+00:00,2022-09-26 16:27:59.602000+00:00,-13.68055660417302,-14.195408555175064,176.037201,97.954758,ok,22.0,22.0,22.0,timing,False
-72.25485209707102,-7.7338274762404495,80472924.588825,145281786.687561,2020-07-01 16:21:39.730000+00:00,2022-08-10 16:21:01.054000+00:00,-11.203714912234076,-12.63762105713694,90.16370391845703,262.316284,ok,21.0,21.0,21.0,,True
-72.03952592346756,-7.995237223919233,80472929.795423,140351786.801471,2020-07-06 16:28:36.853000+00:00,2022-06-06 16:28:39.290000+00:00,-14.452212088035239,-11.558116878639893,136.791962,125.086472,ok,22.0,22.0,22.0,timing,False
-72.27964559891272,-7.699601663915502,80472923.911134,145281786.642109,2020-07-01 16:21:39.730000+00:00,2022-08-10 16:21:01.054000+00:00,-13.44235520499602,-9.501669914936883,179.114639,153.664093,ok,20.0,20.0,20.0,,True
-72.41816581572395,-8.00736448025485,80133021.396282,152846590.398073,2020-07-06 16:28:36.853000+00:00,2022-11-07 16:27:59.493000+00:00,-13.157502851540414,-14.696051915043356,41.0487060546875,135.235641,ok,10.0,24.0,22.0,edge,False
-72.40927249441117,-8.00520852357296,80133021.79301,152846590.860857,2020-07-06 16:28:36.853000+00:00,2022-11-07 16:27:59.493000+00:00,-11.862401875962021,-14.61159907587529,12.591867446899414,0.19063800573349,ok,5.0,21.0,21.0,edge,False
-72.38986888427418,-8.095489209626976,80133023.371489,155481444.198301,2020-07-06 16:28:36.853000+00:00,2022-12-19 16:28:00.666000+00:00,-10.41880296052399,-10.86243205002286,291.708740234375,136.073471,ok,8.0,21.0,21.0,edge,False
-72.48958188081146,-8.038625852142204,93177454.422648,145281780.233043,2020-12-16 16:21:42.457000+00:00,2022-08-10 16:21:41.860000+00:00,-8.584631756478501,-12.241696947170396,131.269592,233.653366,ok,22.0,22.0,22.0,timing,False
-72.48688693495909,-8.034852927948904,93177454.497034,145281780.307419,2020-12-16 16:21:42.457000+00:00,2022-08-10 16:21:41.860000+00:00,-10.16635530642975,-12.522444618744743,59.230801,539.292969,ok,20.0,22.0,22.0,edge,False
-72.24029938946829,-9.044110149657186,76942343.308447,147916420.616046,2020-06-08 16:28:36.581000+00:00,2022-09-26 16:28:39.624000+00:00,-9.642306044419541,-12.470784811018106,321.477692,38.122631,ok,20.0,20.0,20.0,,True
-72.23841292737163,-9.041684698390071,76942343.358031,147916420.66563,2020-06-08 16:28:36.581000+00:00,2022-09-26 16:28:39.624000+00:00,-10.90657074807298,-12.961606739109385,182.775894,2.2398650646209717,ok,20.0,20.0,20.0,,True
-72.25943350502003,-9.07052061901031,76942342.787784,147916420.095359,2020-06-08 16:28:36.581000+00:00,2022-09-26 16:28:39.624000+00:00,-10.294040917435836,-10.670148518306263,175.293915,1.429381012916565,ok,20.0,20.0,20.0,,True
-72.26347592379857,-9.075910510715019,76942342.680327,147916419.987927,2020-06-08 16:28:36.581000+00:00,2022-09-26 16:28:39.624000+00:00,-10.889567988892324,-12.93662504867747,88.14925384521484,26.88543701171875,ok,18.0,20.0,20.0,edge,False
-72.3440548047841,-9.032252387906809,43113315.914106,145621523.19155,2019-04-29 16:28:35.867000+00:00,2022-08-15 16:28:39.212000+00:00,-9.594767431162708,-13.419152568267393,558.266907,279.447754,ok,22.0,22.0,22.0,timing,False
-72.131423577033,-11.166918997560032,56202230.447542,135421307.135238,2019-09-25 16:22:19.959000+00:00,2022-04-20 16:22:22.315000+00:00,-11.717710623912637,-10.056627779749306,206.734192,80.46562957763672,ok,20.0,20.0,20.0,,True
-72.73670841547273,-2.2709027389244056,49319338.75826,145877869.463297,2019-07-13 16:33:31.033000+00:00,2022-08-20 16:33:35.178000+00:00,-11.49143076643827,-9.90233374509424,13.081656455993652,239.173889,ok,20.0,20.0,20.0,,True
-72.94556671903052,-3.467997686542091,50212929.553252,134276840.141482,2019-08-19 16:26:34.385000+00:00,2022-03-14 16:27:19.540000+00:00,,-12.504277976641902,22.35488510131836,10.753043174743652,no_match,,,,,False
-72.95338206200236,-3.4569484085474187,50212929.338339,134276839.926618,2019-08-19 16:26:34.385000+00:00,2022-03-14 16:27:19.540000+00:00,,-13.319569894002129,259.023102,42.747947692871094,no_match,,,,,False
-72.94772267571241,-3.465033246104497,50212929.49539,134276840.083634,2019-08-19 16:26:34.385000+00:00,2022-03-14 16:27:19.540000+00:00,,-12.939420418723643,148.221634,29.553125381469727,no_match,,,,,False
-72.94853115946812,-3.4636857731783124,50212929.470592,134276840.058842,2019-08-19 16:26:34.385000+00:00,2022-03-14 16:27:19.540000+00:00,,-12.474410824483229,207.349426,63.434219,no_match,,,,,False
-72.90002213412566,-3.297677108673028,50594122.736314,153061300.927765,2019-08-19 16:26:34.385000+00:00,2022-11-07 16:26:37.897000+00:00,,,71.250122,154.763153,no_match,,,,,False
-72.91915624967741,-3.542917181237655,47109259.331918,134276842.005125,2019-07-08 16:27:14.461000+00:00,2022-03-14 16:27:19.540000+00:00,-10.60537371732211,-11.762565415594693,15.416805267333984,0.0,ok,8.0,20.0,20.0,edge,False
-72.90433404748944,-5.175515378596472,51148205.345369,160286436.554501,2019-08-19 16:27:15.185000+00:00,2023-01-30 16:27:20.197000+00:00,-11.913597011946948,-9.232242520263725,174.791275,0.0,ok,20.0,21.0,21.0,edge,False
-72.96443133999703,-5.663300577873372,81152703.536561,157436960.937127,2020-07-11 16:34:53.681000+00:00,2022-12-24 16:34:58.511000+00:00,-11.419560675866663,-14.535428415478904,91.680733,110.884819,ok,20.0,21.0,20.0,edge,False
-72.93748188147345,-7.488856898261062,50808653.664402,146432238.764464,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-12.962718313327045,,83.486328,60.228111,no_match,,,,,False
-72.98114000428166,-7.3899523854795035,50808652.015634,146432237.11574,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-11.334714049265287,,72.873878,57.788761,no_match,,,,,False
-72.94448874068958,-7.479155093192574,50808653.47433,146432238.574392,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-11.887116971213885,,201.27243041992188,133.612717,no_match,,,,,False
-72.97601960716217,-7.396959244695637,50808652.156156,146432237.256228,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-10.639513757296257,,66.757973,49.930023193359375,no_match,,,,,False
-72.98733837974208,-7.433610508287714,50808652.821418,146432237.921504,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-10.85492718565834,,99.568802,259.88739,no_match,,,,,False
-72.96712628584939,-7.424717186974931,50808652.271862,146432237.36366,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-10.620274599367448,,170.344131,0.0,no_match,,,,,False
-72.93694289230298,-7.489665382016767,50808653.68093,146432238.780992,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-10.83557381695465,,0.05471700057387352,0.0,no_match,,,,,False
-72.9927282714468,-7.412320436054074,50808652.160289,146432237.26036,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-11.709212315295673,,59.876930236816406,34.05595397949219,no_match,,,,,False
-72.99165029310585,-7.413667908980258,50808652.185087,146432237.285152,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-10.538760737087017,,6.248602867126465,0.0,no_match,,,,,False
-72.9657788129232,-7.44978018340187,50808652.895794,146432237.995898,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-13.502742957197498,,182.138489,194.259537,no_match,,,,,False
-72.99218928227633,-7.412859425224553,50808652.168555,146432237.268624,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-11.29538902306686,,0.0,0.0,no_match,,,,,False
-72.60708151997429,-7.193760327427796,87272843.645463,152506735.566581,2020-09-28 16:27:57.945000+00:00,2022-11-07 16:27:59.493000+00:00,-11.624423305291756,-13.56677418091735,227.501755,0.0,ok,19.0,23.0,21.0,edge,False
-72.78575642998565,-7.47592115816974,80133011.466531,147236869.079942,2020-07-11 16:35:34.487000+00:00,2022-08-20 16:35:36.800000+00:00,,,38.716431,0.0,no_match,,,,,False
-72.81189740475354,-7.478346609436869,80133011.19795,152506729.963256,2020-07-11 16:35:34.487000+00:00,2022-11-12 16:34:57.092000+00:00,,-15.215888471801847,2.6711840629577637,0.0,no_match,,,,,False
-72.97790606925882,-7.269488305879079,83657738.799959,156971957.135762,2020-08-22 16:35:35.325000+00:00,2022-12-24 16:34:58.511000+00:00,,-12.129961934616148,125.29793548583984,185.890396,no_match,,,,,False
-72.9124188850465,-7.345485778915588,74562838.790591,156971958.40021,2020-05-02 16:35:34.617000+00:00,2022-12-24 16:34:58.511000+00:00,,-10.569578262206619,147.116318,57.806175231933594,no_match,,,,,False
-72.58552195315542,-7.187561951967382,44178850.158168,147236874.336124,2019-06-15 16:34:52.079000+00:00,2022-08-20 16:34:56.780000+00:00,-12.363802885173712,-13.834552414798637,487.457886,0.20773600041866302,ok,21.0,21.0,21.0,,True
-72.93370895728015,-7.339826392625639,83997716.501512,156971958.404341,2020-08-22 16:35:35.325000+00:00,2022-12-24 16:34:58.511000+00:00,,-9.065178850998095,127.399368,185.978882,no_match,,,,,False
-72.95580751326948,-7.331741555068561,83997716.402345,129387373.875963,2020-08-22 16:35:35.325000+00:00,2022-02-05 16:35:37.817000+00:00,,,149.065964,184.656708,no_match,,,,,False
-72.95499902951377,-7.3303940821423765,83997716.427137,129387373.900757,2020-08-22 16:35:35.325000+00:00,2022-02-05 16:35:37.817000+00:00,,,218.995605,15.127893447875977,no_match,,,,,False
-72.81998224231062,-7.691786320943663,56333489.730713,154337035.445822,2019-09-30 16:28:36.387000+00:00,2022-11-07 16:28:39.518000+00:00,-11.268061677947841,-15.792908791593433,228.055893,203.503494,ok,22.0,22.0,22.0,timing,False
-72.86040643009599,-7.674269172903337,56333489.081986,154337034.797049,2019-09-30 16:28:36.387000+00:00,2022-11-07 16:28:39.518000+00:00,-12.37685753986996,-15.003373632382534,136.10877990722656,0.07137800008058548,ok,18.0,21.0,21.0,edge,False
-72.81513133977637,-7.768861772321117,56333490.962128,154337036.67722,2019-09-30 16:28:36.387000+00:00,2022-11-07 16:28:39.518000+00:00,-12.21892631655706,-9.117740592887245,204.172348,355.738129,ok,21.0,24.0,21.0,edge,False
-72.9070289933418,-7.52173523765984,50808654.428877,146432239.528939,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-12.718120730498697,,72.194771,134.423111,no_match,,,,,False
-72.81647881270254,-7.679120075437581,50808657.544572,146432242.644634,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-17.05119086495634,,171.704071,139.066132,no_match,,,,,False
-72.82833657445292,-7.601775129474888,50808656.189218,146432241.289282,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-11.66795085185801,,94.371132,0.0,no_match,,,,,False
-72.72754559957471,-7.793116284992351,50808659.904055,146432245.012427,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-12.017692074056242,,292.159698,241.786606,no_match,,,,,False
-72.73455245879084,-7.7607769347640385,50808659.13962,146432244.239697,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-11.423309174864386,,440.988403,222.983185,no_match,,,,,False
-72.76850877653057,-7.722778198245791,50808658.275991,146432243.376053,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-14.396499326411828,,111.914803,0.0,no_match,,,,,False
-72.8003091375884,-7.646511230624043,50808656.755305,146432241.855374,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-12.497933852666819,,152.136444,106.035393,no_match,,,,,False
-72.76150191731443,-7.746224227161306,50808658.978433,146432244.086813,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-14.20688866674223,,204.707748,0.0,no_match,,,,,False
-72.73589993171703,-7.790690833725222,50808659.742907,146432244.842974,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-11.680361885905654,,212.209732,346.627502,no_match,,,,,False
-72.71919126743241,-7.781797512412439,50808659.552835,146432244.652897,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-13.13409273163758,,101.930191,139.624603,no_match,,,,,False
-72.72997105084184,-7.77613812612249,50808659.325575,146432244.425637,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-13.002344415502165,,167.307007,100.64537048339844,no_match,,,,,False
-72.82159920982203,-7.649475671061637,50808656.82968,146432241.929768,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-12.677121536080307,,91.54813385009766,66.30924987792969,no_match,,,,,False
-72.82132971523679,-7.649745165646863,50808656.837944,146432241.938034,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-13.652171311911388,,151.732758,67.11780548095703,no_match,,,,,False
-72.7334744804499,-7.762124407690223,50808659.164418,146432244.264489,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-11.003069688047503,,125.02701568603516,0.0679280012845993,no_match,,,,,False
-72.76904776570103,-7.721969714490072,50808658.259463,146432243.359525,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-10.489926355715724,,39.67167282104492,86.3228759765625,no_match,,,,,False
-72.7049080544149,-7.824647151464944,50808660.523911,146432245.632237,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-12.98899600122256,,82.61355590820312,123.601028,no_match,,,,,False
-72.7078724948525,-7.797697692941355,50808659.866867,146432244.966964,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-9.770352913908809,,237.417374,224.244888,no_match,,,,,False
-72.57608964267216,-7.956699498230506,50808662.870998,146432247.971096,2019-08-19 16:27:55.989000+00:00,2022-08-15 16:28:39.212000+00:00,-10.694458849032785,-13.03516774628217,146.48110961914062,208.994797,ok,22.0,22.0,22.0,timing,False
-72.58794740442254,-7.949423144429147,50808662.610682,146432247.710744,2019-08-19 16:27:55.989000+00:00,2022-08-15 16:28:39.212000+00:00,-9.360990839780953,-13.123076734406084,333.738739,188.21022033691406,ok,21.0,21.0,21.0,,True
-72.69763170061353,-7.834618451118672,50808660.722247,146432245.830575,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-14.656126450817311,,0.5348770022392273,16.849695205688477,no_match,,,,,False
-72.67849758506179,-7.814945346396456,50808660.077625,146432245.177717,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-16.10726397552625,,11.349448204040527,0.272350013256073,no_match,,,,,False
-72.69763170061353,-7.820874227271645,50808660.209879,146432245.309941,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-13.508930555689432,,55.48509979248047,0.0,no_match,,,,,False
-72.69601473310212,-7.82303018395352,50808660.251199,146432245.351261,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-15.03577507852512,,70.911057,47.922409,no_match,,,,,False
-72.5763591372574,-7.956430003645281,50808662.862734,146432247.96283,2019-08-19 16:27:55.989000+00:00,2022-08-15 16:28:39.212000+00:00,-13.08244997673583,-11.275541213903153,154.99703979492188,190.798203,ok,22.0,22.0,22.0,timing,False
-72.56908278345603,-7.96020292783858,50808663.255329,146432248.355391,2019-08-19 16:27:55.989000+00:00,2022-08-15 16:28:39.212000+00:00,-13.974072196603743,-14.1252886473263,166.000427,48.0980339050293,ok,22.0,22.0,22.0,timing,False
-72.69682321685782,-7.8445897507724,50808660.800755,146432245.909101,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-14.873183321475764,,4.316711902618408,9.125555992126465,no_match,,,,,False
-72.698170689784,-7.833809967362953,50808660.705719,146432245.814045,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-12.551631586153647,,28.76346206665039,16.63811492919922,no_match,,,,,False
-72.69116383056787,-7.843511772431455,50808660.895791,146432246.00416,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-13.819174555458545,,193.858612,3.6733689308166504,no_match,,,,,False
-72.69143332515311,-7.842972783260976,50808660.887527,146432245.995894,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-14.484309883764766,,236.643005,3.058612108230591,no_match,,,,,False
-72.58767790983731,-7.9499621335996125,50808662.618946,146432247.719008,2019-08-19 16:27:55.989000+00:00,2022-08-15 16:28:39.212000+00:00,-16.188421133258117,-14.122588509568288,137.111633,78.043747,ok,21.0,21.0,21.0,,True
-72.70841148402297,-7.8195267543454605,50808660.424743,146432245.533069,2019-08-24 16:34:53.437000+00:00,2022-08-20 16:35:36.800000+00:00,-9.083749502786503,,221.31748962402344,502.594879,no_match,,,,,False
-72.5305450577673,-7.968557259980884,92837473.005758,158456408.101788,2020-12-16 16:21:42.457000+00:00,2023-01-25 16:21:43.778000+00:00,,,81.198387,132.3540496826172,no_match,,,,,False
-72.531353541523,-7.969365743736589,92837472.98923,158456408.08526,2020-12-16 16:21:42.457000+00:00,2023-01-25 16:21:43.778000+00:00,,,104.290749,0.0,no_match,,,,,False
-72.53108404693778,-7.969096249151363,92837472.997494,158456408.093524,2020-12-16 16:21:42.457000+00:00,2023-01-25 16:21:43.778000+00:00,,,116.515678,64.508636,no_match,,,,,False
